Pickup_Point__1,Type__1,Appendix__1,StartDate1,EndDate1
112054793,Milk Collection (DK),955,22/09/2020,31/12/4000
112054793,Milk Collection (DK),950,22/09/2020,31/12/4000
112054793,Miscellaneous,6007,01/06/2020,31/12/2020
112054793,Miscellaneous,6014,01/09/2020,30/11/2020
112054793,Milk Standard (DK),AM,01/10/2020,31/12/4000
112054793,Milk Collection (DK),970,01/10/2020,31/12/4000
112054831,Milk Collection (DK),950,22/09/2020,31/12/4000
112054831,Milk Standard (DK),NG,01/10/2020,31/12/4000
112054831,Miscellaneous,6014,01/09/2020,30/11/2020
112054831,Milk Collection (DK),955,22/09/2020,31/12/4000
112054831,Miscellaneous,6007,01/06/2020,31/12/2020
112054831,Milk Concepts (DK),6005,01/10/2020,31/12/4000
112054831,Milk Collection (DK),970,01/10/2020,31/12/4000
112054838,Milk Collection (DK),955,22/09/2020,31/12/4000
112054838,Milk Standard (DK),AM,01/10/2020,31/12/4000
112054857,Miscellaneous,6014,01/09/2020,30/11/2020
112054857,Milk Collection (DK),955,22/09/2020,31/12/4000
112054857,Milk Standard (DK),OR,01/10/2020,31/12/4000
112054857,Miscellaneous,6007,01/06/2020,31/12/2020
112054857,Milk Collection (DK),950,22/09/2020,31/12/4000
112054882,Milk Collection (DK),955,22/09/2020,31/12/4000
112054882,Milk Collection (DK),970,01/10/2020,31/12/4000
112054882,Milk Standard (DK),OR,01/10/2020,31/12/4000
112054882,Miscellaneous,6007,01/06/2020,31/12/2020
112054882,Miscellaneous,6014,01/09/2020,30/11/2020
112054882,Milk Collection (DK),950,22/09/2020,31/12/4000
112054916,Miscellaneous,6014,01/09/2020,30/11/2020
112054916,Milk Collection (DK),955,22/09/2020,31/12/4000
112054916,Milk Collection (DK),970,01/10/2020,31/12/4000
112054916,Milk Standard (DK),OR,01/10/2020,31/12/4000
112054916,Milk Collection (DK),950,22/09/2020,31/12/4000
112054916,Miscellaneous,6007,01/06/2020,31/12/2020
112054956,Miscellaneous,6007,01/06/2020,31/12/2020
112054956,Miscellaneous,6014,01/09/2020,30/11/2020
112054956,Milk Collection (DK),955,22/09/2020,31/12/4000
112054956,Milk Collection (DK),970,01/10/2020,31/12/4000
112054956,Milk Collection (DK),950,22/09/2020,31/12/4000
112054956,Milk Standard (DK),AM,01/10/2020,31/12/4000
112054959,Miscellaneous,6014,01/09/2020,30/11/2020
112054959,Milk Standard (DK),AM,01/10/2020,31/12/4000
112054959,Miscellaneous,6007,01/06/2020,31/12/2020
112054959,Milk Collection (DK),955,22/09/2020,31/12/4000
112054959,Milk Collection (DK),950,22/09/2020,31/12/4000
112054978,Miscellaneous,6014,01/09/2020,30/11/2020
112054978,Milk Standard (DK),AM,01/10/2020,31/12/4000
112054978,Miscellaneous,6007,01/06/2020,31/12/2020
112054978,Milk Collection (DK),955,22/09/2020,31/12/4000
112054978,Milk Collection (DK),970,01/10/2020,31/12/4000
112054978,Milk Collection (DK),950,22/09/2020,31/12/4000
112054985,Milk Standard (DK),OR,01/10/2020,31/12/4000
112054985,Miscellaneous,6014,01/09/2020,30/11/2020
112054985,Miscellaneous,6007,01/06/2020,31/12/2020
112054985,Milk Collection (DK),950,22/09/2020,31/12/4000
112054985,Milk Collection (DK),955,22/09/2020,31/12/4000
112054985,Milk Collection (DK),970,01/10/2020,31/12/4000
112054997,Miscellaneous,6007,01/06/2020,31/12/2020
112054997,Miscellaneous,6014,01/09/2020,30/11/2020
112054997,Milk Standard (DK),OR,01/10/2020,31/12/4000
112054997,Milk Collection (DK),950,22/09/2020,31/12/4000
112054997,Milk Collection (DK),970,01/10/2020,31/12/4000
112054997,Milk Collection (DK),955,22/09/2020,31/12/4000
112055009,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055009,Miscellaneous,6014,01/09/2020,30/11/2020
112055009,Miscellaneous,6007,01/06/2020,31/12/2020
112055024,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055024,Milk Collection (DK),970,01/10/2020,31/12/4000
112055024,Miscellaneous,6014,01/09/2020,30/11/2020
112055024,Miscellaneous,6007,01/06/2020,31/12/2020
112055024,Milk Collection (DK),955,22/09/2020,31/12/4000
112055031,Milk Collection (DK),970,01/10/2020,31/12/4000
112055031,Miscellaneous,6014,01/09/2020,30/11/2020
112055031,Milk Collection (DK),950,22/09/2020,31/12/4000
112055031,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055031,Miscellaneous,6007,01/06/2020,31/12/2020
112055031,Milk Collection (DK),955,22/09/2020,31/12/4000
112055033,Milk Collection (DK),970,01/10/2020,31/12/4000
112055033,Milk Collection (DK),955,22/09/2020,31/12/4000
112055033,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055033,Miscellaneous,6014,01/09/2020,30/11/2020
112055033,Miscellaneous,6007,01/06/2020,31/12/2020
112055043,Miscellaneous,6014,01/09/2020,30/11/2020
112055043,Milk Collection (DK),955,22/09/2020,31/12/4000
112055043,Miscellaneous,6007,01/06/2020,31/12/2020
112055043,Milk Collection (DK),970,01/10/2020,31/12/4000
112055043,Milk Collection (DK),950,22/09/2020,31/12/4000
112055043,Milk Standard (DK),OR,01/10/2020,31/12/4000
112055044,Milk Collection (DK),955,22/09/2020,31/12/4000
112055044,Milk Collection (DK),970,01/10/2020,31/12/4000
112055044,Miscellaneous,6014,01/09/2020,30/11/2020
112055044,Miscellaneous,6007,01/06/2020,31/12/2020
112055044,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055044,Milk Collection (DK),950,22/09/2020,31/12/4000
112055055,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055055,Miscellaneous,6014,01/09/2020,30/11/2020
112055055,Miscellaneous,6007,01/06/2020,31/12/2020
112055055,Milk Collection (DK),950,22/09/2020,31/12/4000
112055055,Milk Collection (DK),970,01/10/2020,31/12/4000
112055055,Milk Collection (DK),955,22/09/2020,31/12/4000
112055060,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055060,Miscellaneous,6014,01/09/2020,30/11/2020
112055060,Milk Collection (DK),955,22/09/2020,31/12/4000
112055060,Milk Collection (DK),950,22/09/2020,31/12/4000
112055060,Miscellaneous,6007,01/06/2020,31/12/2020
112055060,Milk Collection (DK),970,01/10/2020,31/12/4000
112055081,Miscellaneous,6014,01/09/2020,30/11/2020
112055081,Milk Collection (DK),970,01/10/2020,31/12/4000
112055081,Milk Collection (DK),950,22/09/2020,31/12/4000
112055081,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055081,Milk Collection (DK),955,22/09/2020,31/12/4000
112055096,Milk Collection (DK),950,22/09/2020,31/12/4000
112055096,Miscellaneous,6014,01/09/2020,30/11/2020
112055096,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055096,Milk Collection (DK),970,01/10/2020,31/12/4000
112055096,Miscellaneous,6007,01/06/2020,31/12/2020
112055096,Milk Collection (DK),955,22/09/2020,31/12/4000
112055100,Milk Collection (DK),955,22/09/2020,31/12/4000
112055100,Miscellaneous,6007,01/06/2020,31/12/2020
112055100,Miscellaneous,6014,01/09/2020,30/11/2020
112055100,Milk Collection (DK),950,22/09/2020,31/12/4000
112055100,Milk Collection (DK),970,01/10/2020,31/12/4000
112055100,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055113,Milk Collection (DK),955,22/09/2020,31/12/4000
112055113,Miscellaneous,6007,01/06/2020,31/12/2020
112055113,Milk Collection (DK),950,22/09/2020,31/12/4000
112055113,Milk Collection (DK),970,01/10/2020,31/12/4000
112055113,Milk Standard (DK),OR,01/10/2020,31/12/4000
112055113,Miscellaneous,6014,01/09/2020,30/11/2020
112055151,Miscellaneous,6014,01/09/2020,30/11/2020
112055151,Milk Collection (DK),970,01/10/2020,31/12/4000
112055151,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055151,Milk Collection (DK),950,22/09/2020,31/12/4000
112055151,Milk Collection (DK),955,22/09/2020,31/12/4000
112055151,Miscellaneous,6007,01/06/2020,31/12/2020
112055157,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055157,Milk Collection (DK),955,22/09/2020,31/12/4000
112055157,Milk Collection (DK),970,01/10/2020,31/12/4000
112055157,Miscellaneous,6007,01/06/2020,31/12/2020
112055157,Miscellaneous,6014,01/09/2020,30/11/2020
112055157,Milk Collection (DK),950,22/09/2020,31/12/4000
112055164,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055164,Miscellaneous,6007,01/06/2020,31/12/2020
112055164,Milk Collection (DK),970,01/10/2020,31/12/4000
112055164,Milk Collection (DK),955,22/09/2020,31/12/4000
112055164,Miscellaneous,6014,01/09/2020,30/11/2020
112055167,Milk Collection (DK),950,22/09/2020,31/12/4000
112055167,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055167,Miscellaneous,6007,01/06/2020,31/12/2020
112055167,Miscellaneous,6014,01/09/2020,30/11/2020
112055167,Milk Collection (DK),955,22/09/2020,31/12/4000
112055167,Milk Collection (DK),926,22/09/2020,31/12/4000
112055167,Milk Collection (DK),970,01/10/2020,31/12/4000
112055173,Miscellaneous,6007,01/06/2020,31/12/2020
112055173,Milk Collection (DK),955,22/09/2020,31/12/4000
112055173,Miscellaneous,6014,01/09/2020,30/11/2020
112055173,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055173,Milk Collection (DK),950,22/09/2020,31/12/4000
112055186,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055232,Miscellaneous,6014,01/09/2020,30/11/2020
112055232,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055232,Milk Collection (DK),950,22/09/2020,31/12/4000
112055232,Milk Concepts (DK),6006,01/10/2020,31/12/4000
112055232,Milk Collection (DK),970,01/10/2020,31/12/4000
112055232,Miscellaneous,6007,01/06/2020,31/12/2020
112055232,Milk Collection (DK),955,22/09/2020,31/12/4000
112055266,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055276,Miscellaneous,6007,01/06/2020,31/12/2020
112055276,Miscellaneous,6014,01/09/2020,30/11/2020
112055276,Milk Collection (DK),950,22/09/2020,31/12/4000
112055276,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055278,Miscellaneous,6014,01/09/2020,30/11/2020
112055278,Miscellaneous,6007,01/06/2020,31/12/2020
112055278,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055278,Milk Collection (DK),955,22/09/2020,31/12/4000
112055278,Milk Collection (DK),970,01/10/2020,31/12/4000
112055278,Milk Collection (DK),950,22/09/2020,31/12/4000
112055281,Miscellaneous,6014,01/09/2020,30/11/2020
112055281,Miscellaneous,6007,01/06/2020,31/12/2020
112055281,Milk Collection (DK),950,22/09/2020,31/12/4000
112055281,Milk Collection (DK),955,22/09/2020,31/12/4000
112055281,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055281,Milk Collection (DK),970,01/10/2020,31/12/4000
112055297,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055297,Miscellaneous,6014,01/09/2020,30/11/2020
112055297,Milk Collection (DK),955,22/09/2020,31/12/4000
112055297,Miscellaneous,6007,01/06/2020,31/12/2020
112055297,Milk Collection (DK),950,22/09/2020,31/12/4000
112055303,Miscellaneous,6007,01/06/2020,31/12/2020
112055303,Milk Standard (DK),OR,01/10/2020,31/12/4000
112055303,Milk Collection (DK),955,22/09/2020,31/12/4000
112055303,Milk Collection (DK),950,22/09/2020,31/12/4000
112055303,Miscellaneous,6014,01/09/2020,30/11/2020
112055311,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055351,Milk Collection (DK),955,22/09/2020,31/12/4000
112055351,Miscellaneous,6007,01/06/2020,31/12/2020
112055351,Milk Collection (DK),950,22/09/2020,31/12/4000
112055351,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055351,Miscellaneous,6014,01/09/2020,30/11/2020
112055377,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055377,Miscellaneous,6014,01/09/2020,30/11/2020
112055377,Miscellaneous,6007,01/06/2020,31/12/2020
112055377,Milk Collection (DK),970,01/10/2020,31/12/4000
112055377,Milk Collection (DK),950,22/09/2020,31/12/4000
112055377,Milk Collection (DK),955,22/09/2020,31/12/4000
112055379,Miscellaneous,6007,01/06/2020,31/12/2020
112055379,Miscellaneous,6014,01/09/2020,30/11/2020
112055379,Milk Collection (DK),970,01/10/2020,31/12/4000
112055379,Milk Collection (DK),955,22/09/2020,31/12/4000
112055379,Milk Collection (DK),950,22/09/2020,31/12/4000
112055379,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055431,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055431,Milk Collection (DK),955,22/09/2020,31/12/4000
112055431,Miscellaneous,6014,01/09/2020,30/11/2020
112055431,Miscellaneous,6007,01/06/2020,31/12/2020
112055431,Milk Collection (DK),950,22/09/2020,31/12/4000
112055449,Miscellaneous,6014,01/09/2020,30/11/2020
112055449,Miscellaneous,6007,01/06/2020,31/12/2020
112055449,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055449,Milk Collection (DK),955,22/09/2020,31/12/4000
112055451,Milk Standard (DK),OR,01/10/2020,31/12/4000
112055458,Miscellaneous,6014,01/09/2020,30/11/2020
112055458,Miscellaneous,6007,01/06/2020,31/12/2020
112055458,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055458,Milk Collection (DK),955,22/09/2020,31/12/4000
112055458,Milk Concepts (DK),6005,01/10/2020,31/12/4000
112055458,Milk Collection (DK),950,22/09/2020,31/12/4000
112055458,Milk Collection (DK),970,01/10/2020,31/12/4000
112055477,Miscellaneous,6014,01/09/2020,30/11/2020
112055477,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055477,Milk Collection (DK),950,22/09/2020,31/12/4000
112055477,Milk Collection (DK),955,22/09/2020,31/12/4000
112055477,Milk Collection (DK),970,01/10/2020,31/12/4000
112055477,Miscellaneous,6007,01/06/2020,31/12/2020
112055497,Milk Collection (DK),950,22/09/2020,31/12/4000
112055497,Miscellaneous,6007,01/06/2020,31/12/2020
112055497,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055497,Miscellaneous,6014,01/09/2020,30/11/2020
112055579,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055579,Milk Collection (DK),955,22/09/2020,31/12/4000
112055588,Miscellaneous,6014,01/09/2020,30/11/2020
112055588,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055588,Milk Collection (DK),970,01/10/2020,31/12/4000
112055598,Milk Collection (DK),970,01/10/2020,31/12/4000
112055598,Miscellaneous,6014,01/09/2020,30/11/2020
112055598,Milk Collection (DK),955,22/09/2020,31/12/4000
112055598,Milk Collection (DK),950,22/09/2020,31/12/4000
112055598,Miscellaneous,6007,01/06/2020,31/12/2020
112055598,Milk Standard (DK),OR,01/10/2020,31/12/4000
112055631,Miscellaneous,6014,01/09/2020,30/11/2020
112055631,Miscellaneous,6007,01/06/2020,31/12/2020
112055631,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055631,Milk Collection (DK),970,01/10/2020,31/12/4000
112055631,Milk Collection (DK),950,22/09/2020,31/12/4000
112055631,Milk Collection (DK),955,22/09/2020,31/12/4000
112055635,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055670,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055675,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055714,Milk Collection (DK),955,22/09/2020,31/12/4000
112055714,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055714,Milk Collection (DK),950,22/09/2020,31/12/4000
112055714,Milk Collection (DK),970,01/10/2020,31/12/4000
112055714,Miscellaneous,6007,01/06/2020,31/12/2020
112055714,Miscellaneous,6014,01/09/2020,30/11/2020
112055715,Milk Collection (DK),970,01/10/2020,31/12/4000
112055715,Miscellaneous,6014,01/09/2020,30/11/2020
112055715,Milk Collection (DK),950,22/09/2020,31/12/4000
112055715,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055715,Miscellaneous,6007,01/06/2020,31/12/2020
112055715,Milk Collection (DK),955,22/09/2020,31/12/4000
112055721,Milk Collection (DK),955,22/09/2020,31/12/4000
112055721,Milk Standard (DK),OR,01/10/2020,31/12/4000
112055721,Milk Collection (DK),970,01/10/2020,31/12/4000
112055721,Miscellaneous,6014,01/09/2020,30/11/2020
112055721,Miscellaneous,6007,01/06/2020,31/12/2020
112055728,Milk Collection (DK),950,22/09/2020,31/12/4000
112055728,Miscellaneous,6007,01/06/2020,31/12/2020
112055728,Milk Collection (DK),970,01/10/2020,31/12/4000
112055728,Milk Collection (DK),955,22/09/2020,31/12/4000
112055728,Miscellaneous,6014,01/09/2020,30/11/2020
112055728,Milk Standard (DK),OR,01/10/2020,31/12/4000
112055730,Milk Collection (DK),970,01/10/2020,31/12/4000
112055730,Miscellaneous,6014,01/09/2020,30/11/2020
112055730,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055730,Milk Collection (DK),955,22/09/2020,31/12/4000
112055730,Miscellaneous,6007,01/06/2020,31/12/2020
112055730,Milk Collection (DK),950,22/09/2020,31/12/4000
112055731,Milk Collection (DK),950,22/09/2020,31/12/4000
112055731,Miscellaneous,6007,01/06/2020,31/12/2020
112055731,Miscellaneous,6014,01/09/2020,30/11/2020
112055731,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055731,Milk Collection (DK),970,01/10/2020,31/12/4000
112055741,Miscellaneous,6007,01/06/2020,31/12/2020
112055741,Miscellaneous,6014,01/09/2020,30/11/2020
112055741,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055741,Milk Collection (DK),970,01/10/2020,31/12/4000
112055741,Milk Collection (DK),955,22/09/2020,31/12/4000
112055741,Milk Collection (DK),950,22/09/2020,31/12/4000
112055752,Milk Collection (DK),970,01/10/2020,31/12/4000
112055752,Milk Collection (DK),955,22/09/2020,31/12/4000
112055752,Miscellaneous,6007,01/06/2020,31/12/2020
112055752,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055752,Miscellaneous,6014,01/09/2020,30/11/2020
112055799,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055799,Milk Collection (DK),955,22/09/2020,31/12/4000
112055799,Miscellaneous,6014,01/09/2020,30/11/2020
112055835,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055835,Milk Collection (DK),970,01/10/2020,31/12/4000
112055835,Miscellaneous,6007,01/06/2020,31/12/2020
112055835,Milk Collection (DK),955,22/09/2020,31/12/4000
112055835,Miscellaneous,6014,01/09/2020,30/11/2020
112055835,Milk Collection (DK),950,22/09/2020,31/12/4000
112055877,Milk Collection (DK),970,01/10/2020,31/12/4000
112055877,Milk Collection (DK),955,22/09/2020,31/12/4000
112055877,Miscellaneous,6007,01/06/2020,31/12/2020
112055877,Miscellaneous,6014,01/09/2020,30/11/2020
112055877,Milk Collection (DK),950,22/09/2020,31/12/4000
112055877,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055883,Milk Collection (DK),950,22/09/2020,31/12/4000
112055883,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055924,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055924,Milk Collection (DK),950,22/09/2020,31/12/4000
112055924,Milk Collection (DK),970,01/10/2020,31/12/4000
112055924,Milk Collection (DK),955,22/09/2020,31/12/4000
112055924,Miscellaneous,6007,01/06/2020,31/12/2020
112055924,Miscellaneous,6014,01/09/2020,30/11/2020
112055949,Miscellaneous,6007,01/06/2020,31/12/2020
112055949,Miscellaneous,6014,01/09/2020,30/11/2020
112055949,Milk Collection (DK),950,22/09/2020,31/12/4000
112055949,Milk Collection (DK),970,01/10/2020,31/12/4000
112055949,Milk Collection (DK),955,22/09/2020,31/12/4000
112055949,Milk Standard (DK),OR,01/10/2020,31/12/4000
112055975,Milk Collection (DK),970,01/10/2020,31/12/4000
112055975,Miscellaneous,6007,01/06/2020,31/12/2020
112055975,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055975,Milk Collection (DK),955,22/09/2020,31/12/4000
112055975,Miscellaneous,6014,01/09/2020,30/11/2020
112055975,Milk Collection (DK),926,22/09/2020,31/12/4000
112055982,Milk Collection (DK),970,01/10/2020,31/12/4000
112055982,Milk Collection (DK),955,22/09/2020,31/12/4000
112055982,Milk Collection (DK),950,22/09/2020,31/12/4000
112055982,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055983,Milk Collection (DK),950,22/09/2020,31/12/4000
112055983,Milk Standard (DK),AM,01/10/2020,31/12/4000
112055992,Milk Collection (DK),955,22/09/2020,31/12/4000
112055992,Miscellaneous,6014,01/09/2020,30/11/2020
112055992,Miscellaneous,6007,01/06/2020,31/12/2020
112055992,Milk Collection (DK),950,22/09/2020,31/12/4000
112055992,Milk Standard (DK),NG,01/10/2020,31/12/4000
112055992,Milk Collection (DK),970,01/10/2020,31/12/4000
112056014,Milk Standard (DK),NG,01/10/2020,31/12/4000
112056014,Milk Collection (DK),950,22/09/2020,31/12/4000
112056014,Miscellaneous,6007,01/06/2020,31/12/2020
112056014,Miscellaneous,6014,01/09/2020,30/11/2020
112056014,Milk Collection (DK),970,01/10/2020,31/12/4000
112056014,Milk Collection (DK),955,22/09/2020,31/12/4000
112056015,Milk Collection (DK),970,01/10/2020,31/12/4000
112056015,Milk Collection (DK),955,22/09/2020,31/12/4000
112056015,Milk Collection (DK),950,22/09/2020,31/12/4000
112056015,Miscellaneous,6014,01/09/2020,30/11/2020
112056015,Miscellaneous,6007,01/06/2020,31/12/2020
112056015,Milk Standard (DK),OR,01/10/2020,31/12/4000
112056031,Miscellaneous,6014,01/09/2020,30/11/2020
112056031,Miscellaneous,6007,01/06/2020,31/12/2020
112056031,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056031,Milk Collection (DK),950,22/09/2020,31/12/4000
112056031,Milk Collection (DK),970,01/10/2020,31/12/4000
112056031,Milk Collection (DK),955,22/09/2020,31/12/4000
112056032,Miscellaneous,6007,01/06/2020,31/12/2020
112056032,Miscellaneous,6014,01/09/2020,30/11/2020
112056032,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056032,Milk Collection (DK),955,22/09/2020,31/12/4000
112056043,Milk Collection (DK),950,22/09/2020,31/12/4000
112056043,Milk Standard (DK),NG,01/10/2020,31/12/4000
112056043,Miscellaneous,6014,01/09/2020,30/11/2020
112056043,Miscellaneous,6007,01/06/2020,31/12/2020
112056043,Milk Collection (DK),955,22/09/2020,31/12/4000
112056043,Milk Collection (DK),970,01/10/2020,31/12/4000
112056081,Milk Collection (DK),955,22/09/2020,31/12/4000
112056081,Milk Collection (DK),950,22/09/2020,31/12/4000
112056081,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056081,Milk Collection (DK),970,01/10/2020,31/12/4000
112056090,Milk Standard (DK),NG,01/10/2020,31/12/4000
112056090,Milk Collection (DK),950,22/09/2020,31/12/4000
112056090,Milk Collection (DK),970,01/10/2020,31/12/4000
112056090,Miscellaneous,6014,01/09/2020,30/11/2020
112056090,Miscellaneous,6007,01/06/2020,31/12/2020
112056090,Milk Collection (DK),955,22/09/2020,31/12/4000
112056093,Miscellaneous,6007,01/06/2020,31/12/2020
112056093,Milk Collection (DK),955,22/09/2020,31/12/4000
112056093,Miscellaneous,6014,01/09/2020,30/11/2020
112056093,Milk Standard (DK),NG,01/10/2020,31/12/4000
112056095,Miscellaneous,6007,01/06/2020,31/12/2020
112056095,Milk Standard (DK),OR,01/10/2020,31/12/4000
112056095,Miscellaneous,6014,01/09/2020,30/11/2020
112056095,Milk Collection (DK),955,22/09/2020,31/12/4000
112056117,Miscellaneous,6014,01/09/2020,30/11/2020
112056117,Miscellaneous,6007,01/06/2020,31/12/2020
112056117,Milk Collection (DK),950,22/09/2020,31/12/4000
112056117,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056146,Miscellaneous,6007,01/06/2020,31/12/2020
112056146,Milk Collection (DK),950,22/09/2020,31/12/4000
112056146,Milk Collection (DK),970,01/10/2020,31/12/4000
112056146,Milk Collection (DK),955,22/09/2020,31/12/4000
112056146,Milk Concepts (DK),6005,01/10/2020,31/12/4000
112056146,Milk Standard (DK),NG,01/10/2020,31/12/4000
112056146,Miscellaneous,6014,01/09/2020,30/11/2020
112056158,Miscellaneous,6007,01/06/2020,31/12/2020
112056158,Milk Collection (DK),955,22/09/2020,31/12/4000
112056158,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056158,Miscellaneous,6014,01/09/2020,30/11/2020
112056158,Milk Collection (DK),970,01/10/2020,31/12/4000
112056158,Milk Collection (DK),950,22/09/2020,31/12/4000
112056159,Milk Collection (DK),955,22/09/2020,31/12/4000
112056159,Milk Standard (DK),OR,01/10/2020,31/12/4000
112056159,Miscellaneous,6007,01/06/2020,31/12/2020
112056159,Miscellaneous,6014,01/09/2020,30/11/2020
112056159,Milk Collection (DK),950,22/09/2020,31/12/4000
112056159,Milk Collection (DK),970,01/10/2020,31/12/4000
112056194,Milk Collection (DK),970,01/10/2020,31/12/4000
112056194,Miscellaneous,6007,01/06/2020,31/12/2020
112056194,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056194,Milk Collection (DK),950,22/09/2020,31/12/4000
112056194,Miscellaneous,6014,01/09/2020,30/11/2020
112056194,Milk Collection (DK),955,22/09/2020,31/12/4000
112056205,Milk Standard (DK),NG,01/10/2020,31/12/4000
112056205,Milk Collection (DK),970,01/10/2020,31/12/4000
112056205,Miscellaneous,6014,01/09/2020,30/11/2020
112056205,Milk Collection (DK),955,22/09/2020,31/12/4000
112056205,Milk Collection (DK),950,22/09/2020,31/12/4000
112056205,Miscellaneous,6007,01/06/2020,31/12/2020
112056218,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056222,Milk Collection (DK),970,01/10/2020,31/12/4000
112056222,Milk Collection (DK),955,22/09/2020,31/12/4000
112056222,Milk Collection (DK),950,22/09/2020,31/12/4000
112056222,Miscellaneous,6007,01/06/2020,31/12/2020
112056222,Miscellaneous,6014,01/09/2020,30/11/2020
112056222,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056291,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056456,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056456,Milk Collection (DK),950,22/09/2020,31/12/4000
112056456,Milk Collection (DK),970,01/10/2020,31/12/4000
112056456,Milk Collection (DK),955,22/09/2020,31/12/4000
112056481,Miscellaneous,6007,01/06/2020,31/12/2020
112056481,Miscellaneous,6014,01/09/2020,30/11/2020
112056481,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056481,Milk Collection (DK),955,22/09/2020,31/12/4000
112056498,Milk Collection (DK),970,01/10/2020,31/12/4000
112056498,Milk Collection (DK),955,22/09/2020,31/12/4000
112056498,Miscellaneous,6014,01/09/2020,30/11/2020
112056498,Miscellaneous,6007,01/06/2020,31/12/2020
112056498,Milk Standard (DK),NG,01/10/2020,31/12/4000
112056501,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056533,Milk Collection (DK),955,22/09/2020,31/12/4000
112056533,Milk Collection (DK),970,01/10/2020,31/12/4000
112056533,Milk Standard (DK),NG,01/10/2020,31/12/4000
112056533,Miscellaneous,6014,01/09/2020,30/11/2020
112056533,Miscellaneous,6007,01/06/2020,31/12/2020
112056533,Milk Collection (DK),950,22/09/2020,31/12/4000
112056536,Miscellaneous,6007,01/06/2020,31/12/2020
112056536,Milk Standard (DK),NG,01/10/2020,31/12/4000
112056536,Milk Collection (DK),950,22/09/2020,31/12/4000
112056536,Milk Collection (DK),970,01/10/2020,31/12/4000
112056536,Miscellaneous,6014,01/09/2020,30/11/2020
112056536,Milk Collection (DK),955,22/09/2020,31/12/4000
112056550,Milk Collection (DK),955,22/09/2020,31/12/4000
112056550,Milk Collection (DK),950,22/09/2020,31/12/4000
112056550,Milk Standard (DK),AM,01/10/2020,31/12/4000
112056550,Milk Collection (DK),970,01/10/2020,31/12/4000
